Pokemon,Nat,teamSprite,homeSprite,HP,Atk,Def,SpA,SpD,Spe,Total,Type_I,Type_II,Species,Height,Weight,Ability_I,Ability_Ii,Hidden_Ability,EV_Yield,Egg_Group_I,Egg_Group_Ii,Gender
Mothim,414,mothim.png,414.png,70,94,50,94,50,66,424,Bug,Flying,Moth Pokemon,Null,23.3,Swarm,Null,Tinted Lens,1 Atk/1 SpA,Bug,Null,Null
Combee,415,combee.png,415.png,30,30,42,30,42,70,244,Bug,Flying,Tiny Bee Pokemon,Null,5.5,Honey Gather,Null,Hustle,1 Spe,Bug,Null,Null
Vespiquen,416,vespiquen.png,416.png,70,80,102,80,102,40,474,Bug,Flying,Beehive Pokemon,Null,38.5,Pressure,Null,Unnerve,1 Def/1 SpD,Bug,Null,Null
Pachirisu,417,pachirisu.png,417.png,60,45,70,45,90,95,405,Electric,Null,EleSquirrel Pokemon,Null,3.9,Run Away,Pickup,Volt Absorb,1 Spe,Fairy,Ground,Null
Buizel,418,buizel.png,418.png,55,65,35,60,30,85,330,Water,Null,Sea Weasel Pokemon,Null,29.5,Swift Swim,Null,Water Veil,1 Spe,Water1,Ground,Null
Floatzel,419,floatzel.png,419.png,85,105,55,85,50,115,495,Water,Null,Sea Weasel Pokemon,Null,33.5,Swift Swim,Null,Water Veil,2 Spe,Water1,Ground,Null
Cherubi,420,cherubi.png,420.png,45,35,45,62,53,35,275,Grass,Null,Cherry Pokemon,Null,3.3,Chlorophyll,Null,Null,1 SpA,Fairy,Plant,Null
Cherrim,421,cherrim.png,421.png,70,60,70,87,78,85,450,Grass,Null,Blossom Pokemon,Null,9.3,Flower Gift,Null,Null,2 SpA,Fairy,Plant,Null
Shellos,422,shellos.png,422.png,76,48,48,57,62,34,325,Water,Null,Sea Slug Pokemon,Null,6.3,Sticky Hold,Storm Drain,Sand Force,1 HP,Water1,Indeterminate,Null
Gastrodon,423,gastrodon.png,423.png,111,83,68,92,82,39,475,Water,Ground,Sea Slug Pokemon,Null,29.9,Sticky Hold,Storm Drain,Sand Force,2 HP,Water1,Indeterminate,Null
Ambipom,424,ambipom.png,424.png,75,100,66,60,66,115,482,Normal,Null,Long Tail Pokemon,Null,20.3,Technician,Pickup,Skill Link,2 Spe,Ground,Null,Null
Drifloon,425,drifloon.png,425.png,90,50,34,60,44,70,348,Ghost,Flying,Balloon Pokemon,Null,1.2,Aftermath,Unburden,Flare Boost,1 HP,Indeterminate,Null,Null
Drifblim,426,drifblim.png,426.png,150,80,44,90,54,80,498,Ghost,Flying,Blimp Pokemon,Null,15,Aftermath,Unburden,Flare Boost,2 HP,Indeterminate,Null,Null
Buneary,427,buneary.png,427.png,55,66,44,44,56,85,350,Normal,Null,Rabbit Pokemon,Null,5.5,Run Away,Klutz,Limber,1 Spe,Ground,Humanshape,Null
Lopunny,428,lopunny.png,428.png,65,76,84,54,96,105,480,Normal,Null,Rabbit Pokemon,Null,33.3,Cute Charm,Klutz,Limber,2 Spe,Ground,Humanshape,Null
Mismagius,429,mismagius.png,429.png,60,60,60,105,105,105,495,Ghost,Null,Magical Pokemon,Null,4.4,Levitate,Null,Null,1 SpA/1 SpD,Indeterminate,Null,Null
Honchkrow,430,honchkrow.png,430.png,100,125,52,105,52,71,505,Dark,Flying,Big Boss Pokemon,Null,27.3,Insomnia,Super Luck,Moxie,2 Atk,Flying,Null,Null
Glameow,431,glameow.png,431.png,49,55,42,42,37,85,310,Normal,Null,Catty Pokemon,Null,3.9,Limber,Own Tempo,Keen Eye,1 Spe,Ground,Null,Null
Purugly,432,purugly.png,432.png,71,82,64,64,59,112,452,Normal,Null,Tiger Cat Pokemon,Null,43.8,Thick Fat,Own Tempo,Defiant,2 Spe,Ground,Null,Null
Chingling,433,chingling.png,433.png,45,30,50,65,50,45,285,Psychic,Null,Bell Pokemon,Null,0.6,Levitate,Null,Null,1 SpA,No-Eggs,Null,Null
Stunky,434,stunky.png,434.png,63,63,47,41,41,74,329,Poison,Dark,Skunk Pokemon,Null,19.2,Stench,Aftermath,Keen Eye,1 Spe,Ground,Null,Null
Skuntank,435,skuntank.png,435.png,103,93,67,71,61,84,479,Poison,Dark,Skunk Pokemon,Null,38,Stench,Aftermath,Keen Eye,2 HP,Ground,Null,Null
Bronzor,436,bronzor.png,436.png,57,24,86,24,86,23,300,Steel,Psychic,Bronze Pokemon,Null,60.5,Levitate,Heatproof,Heavy Metal,1 Def,Mineral,Null,Null
Bronzong,437,bronzong.png,437.png,67,89,116,79,116,33,500,Steel,Psychic,Bronze Bell Pokemon,Null,187,Levitate,Heatproof,Heavy Metal,1 Def/1 SpD,Mineral,Null,Null
Bonsly,438,bonsly.png,438.png,50,80,95,10,45,10,290,Rock,Null,Bonsai Pokemon,Null,15,Sturdy,Rock Head,Rattled,1 Def,No-Eggs,Null,Null
Mime Jr.,439,mime-jr.png,439.png,20,25,45,70,90,60,310,Psychic,Fairy,Mime Pokemon,Null,13,Soundproof,Filter,Technician,1 SpD,No-Eggs,Null,Null
Happiny,440,happiny.png,440.png,100,5,5,15,65,30,220,Normal,Null,Playhouse Pokemon,Null,24.4,Natural Cure,Serene Grace,Friend Guard,1 HP,No-Eggs,Null,Null
Chatot,441,chatot.png,441.png,76,65,45,92,42,91,411,Normal,Flying,Music Note Pokemon,Null,1.9,Keen Eye,Tangled Feet,Big Pecks,1 Atk,Flying,Null,Null
Spiritomb,442,spiritomb.png,442.png,50,92,108,92,108,35,485,Ghost,Dark,Forbidden Pokemon,Null,108,Pressure,Null,Infiltrator,1 Def/1 SpD,Indeterminate,Null,Null
Gible,443,gible.png,443.png,58,70,45,40,45,42,300,Dragon,Ground,Land Shark Pokemon,Null,20.5,Sand Veil,Null,Rough Skin,1 Atk,Monster,Dragon,Null
Gabite,444,gabite.png,444.png,68,90,65,50,55,82,410,Dragon,Ground,Cave Pokemon,Null,56,Sand Veil,Null,Rough Skin,2 Atk,Monster,Dragon,Null
Garchomp,445,garchomp.png,445.png,108,130,95,80,85,102,600,Dragon,Ground,Mach Pokemon,Null,95,Sand Veil,Null,Rough Skin,3 Atk,Monster,Dragon,Null
Munchlax,446,munchlax.png,446.png,135,85,40,40,85,5,390,Normal,Null,Big Eater Pokemon,Null,105,Pickup,Thick Fat,Gluttony,1 HP,No-Eggs,Null,Null
Riolu,447,riolu.png,447.png,40,70,40,35,40,60,285,Fighting,Null,Emanation Pokemon,Null,20.2,Steadfast,Inner Focus,Prankster,1 Atk,No-Eggs,Null,Null
Lucario,448,lucario.png,448.png,70,110,70,115,70,90,525,Fighting,Steel,Aura Pokemon,Null,54,Steadfast,Inner Focus,Justified,1 Atk/1 SpA,Ground,Humanshape,Null
Hippopotas,449,hippopotas.png,449.png,68,72,78,38,42,32,330,Ground,Null,Hippo Pokemon,Null,49.5,Sand Stream,Null,Sand Force,1 Def,Ground,Null,Null
Hippowdon,450,hippowdon.png,450.png,108,112,118,68,72,47,525,Ground,Null,Heavyweight Pokemon,Null,300,Sand Stream,Null,Sand Force,2 Def,Ground,Null,Null
Skorupi,451,skorupi.png,451.png,40,50,90,30,55,65,330,Poison,Bug,Scorpion Pokemon,Null,12,Battle Armor,Sniper,Keen Eye,1 Def,Bug,Water3,Null
Drapion,452,drapion.png,452.png,70,90,110,60,75,95,500,Poison,Dark,Ogre Scorpion Pokemon,Null,61.5,Battle Armor,Sniper,Keen Eye,2 Def,Bug,Water3,Null
Croagunk,453,croagunk.png,453.png,48,61,40,61,40,50,300,Poison,Fighting,Toxic Mouth Pokemon,Null,23,Anticipation,Dry Skin,Poison Touch,1 Atk,Humanshape,Null,Null
Toxicroak,454,toxicroak.png,454.png,83,106,65,86,65,85,490,Poison,Fighting,Toxic Mouth Pokemon,Null,44.4,Anticipation,Dry Skin,Poison Touch,2 Atk,Humanshape,Null,Null
Carnivine,455,carnivine.png,455.png,74,100,72,90,72,46,454,Grass,Null,Bug Catcher Pokemon,Null,27,Levitate,Null,Null,2 Atk,Plant,Null,Null
Finneon,456,finneon.png,456.png,49,49,56,49,61,66,330,Water,Null,Wing Fish Pokemon,Null,7,Swift Swim,Storm Drain,Water Veil,1 Spe,Water2,Null,Null
Lumineon,457,lumineon.png,457.png,69,69,76,69,86,91,460,Water,Null,Neon Pokemon,Null,24,Swift Swim,Storm Drain,Water Veil,2 Spe,Water2,Null,Null
Mantyke,458,mantyke.png,458.png,45,20,50,60,120,50,345,Water,Flying,Kite Pokemon,Null,65,Swift Swim,Water Absorb,Water Veil,1 SpD,No-Eggs,Null,Null
Snover,459,snover.png,459.png,60,62,50,62,60,40,334,Ice,Grass,Frost Tree Pokemon,Null,50.5,Snow Warning,Null,Soundproof,1 Atk,Monster,Plant,Null
Abomasnow,460,abomasnow.png,460.png,90,92,75,92,85,60,494,Ice,Grass,Frost Tree Pokemon,Null,135.5,Snow Warning,Null,Soundproof,1 Atk/1 SpA,Monster,Plant,Null
Weavile,461,weavile.png,461.png,70,120,65,45,85,125,510,Dark,Ice,Sharp Claw Pokemon,Null,34,Pressure,Null,Pickpocket,1 Atk/1 Spe,Ground,Null,Null
Magnezone,462,magnezone.png,462.png,70,70,115,130,90,60,535,Electric,Steel,Magnet Area Pokemon,Null,180,Magnet Pull,Sturdy,Analytic,3 SpA,Mineral,Null,Null
Lickilicky,463,lickilicky.png,463.png,110,85,95,80,95,50,515,Normal,Null,Licking Pokemon,Null,140,Own Tempo,Oblivious,Cloud Nine,3 HP,Monster,Null,Null
Rhyperior,464,rhyperior.png,464.png,115,140,130,55,55,40,535,Ground,Rock,Drill Pokemon,Null,282.8,Lightning Rod,Solid Rock,Reckless,3 Atk,Ground,Monster,Null
Tangrowth,465,tangrowth.png,465.png,100,100,125,110,50,50,535,Grass,Null,Vine Pokemon,Null,128.6,Chlorophyll,Leaf Guard,Regenerator,2 Def,Plant,Null,Null
Electivire,466,electivire.png,466.png,75,123,67,95,85,95,540,Electric,Null,Thunderbolt Pokemon,Null,138.6,Motor Drive,Null,Vital Spirit,3 Atk,Humanshape,Null,Null
Magmortar,467,magmortar.png,467.png,75,95,67,125,95,83,540,Fire,Null,Blast Pokemon,Null,68,Flame Body,Null,Vital Spirit,3 SpA,Humanshape,Null,Null
Togekiss,468,togekiss.png,468.png,85,50,95,120,115,80,545,Fairy,Flying,Jubilee Pokemon,Null,38,Hustle,Serene Grace,Super Luck,2 SpA/1 SpD,Flying,Fairy,Null
Yanmega,469,yanmega.png,469.png,86,76,86,116,56,95,515,Bug,Flying,Ogre Darner Pokemon,Null,51.5,Speed Boost,Tinted Lens,Frisk,2 Atk,Bug,Null,Null
Leafeon,470,leafeon.png,470.png,65,110,130,60,65,95,525,Grass,Null,Verdant Pokemon,Null,25.5,Leaf Guard,Null,Chlorophyll,2 Def,Ground,Null,Null
Glaceon,471,glaceon.png,471.png,65,60,110,130,95,65,525,Ice,Null,Fresh Snow Pokemon,Null,25.9,Snow Cloak,Null,Ice Body,2 SpA,Ground,Null,Null
Gliscor,472,gliscor.png,472.png,75,95,125,45,75,95,510,Ground,Flying,Fang Scorpion Pokemon,Null,42.5,Hyper Cutter,Sand Veil,Poison Heal,2 Def,Bug,Null,Null
Mamoswine,473,mamoswine.png,473.png,110,130,80,70,60,80,530,Ice,Ground,Twin Tusk Pokemon,Null,291,Oblivious,Snow Cloak,Thick Fat,3 Atk,Ground,Null,Null
Porygon-Z,474,porygon-z.png,474.png,85,80,70,135,75,90,535,Normal,Null,Virtual Pokemon,Null,34,Adaptability,Download,Analytic,3 SpA,Mineral,Null,Null
Gallade,475,gallade.png,475.png,68,125,65,65,115,80,518,Psychic,Fighting,Blade Pokemon,Null,52,Steadfast,Null,Justified,3 Atk,Humanshape,Indeterminate,Null
Probopass,476,probopass.png,476.png,60,55,145,75,150,40,525,Rock,Steel,Compass Pokemon,Null,340,Sturdy,Magnet Pull,Sand Force,1 Def/2 SpD,Mineral,Null,Null
Dusknoir,477,dusknoir.png,477.png,45,100,135,65,135,45,525,Ghost,Null,Gripper Pokemon,Null,106.6,Pressure,Null,Frisk,1 Def/2 SpD,Indeterminate,Null,Null
Froslass,478,froslass.png,478.png,70,80,70,80,70,110,480,Ice,Ghost,Snow Land Pokemon,Null,26.6,Snow Cloak,Null,Cursed Body,2 Spe,Fairy,Mineral,Null
Rotom,479,rotom.png,479.png,50,50,77,95,77,91,440,Electric,Ghost,Plasma Pokemon,Null,0.3,Levitate,Null,Null,1 SpA/1 Spe,Indeterminate,Null,Null
Uxie,480,uxie.png,480.png,75,75,130,75,130,95,580,Psychic,Null,Knowledge Pokemon,Null,0.3,Levitate,Null,Null,2 Def/1 SpD,No-Eggs,Null,Null
Mesprit,481,mesprit.png,481.png,80,105,105,105,105,80,580,Psychic,Null,Emotion Pokemon,Null,0.3,Levitate,Null,Null,1 Atk/1 SpA/1 SpD,No-Eggs,Null,Null
Azelf,482,azelf.png,482.png,75,125,70,125,70,115,580,Psychic,Null,Willpower Pokemon,Null,0.3,Levitate,Null,Null,2 Atk/1 SpA,No-Eggs,Null,Null
Dialga,483,dialga.png,483.png,100,120,120,150,100,90,680,Steel,Dragon,Temporal Pokemon,Null,683,Pressure,Null,Telepathy,3 SpA,No-Eggs,Null,Null
Palkia,484,palkia.png,484.png,90,120,100,150,120,100,680,Water,Dragon,Spatial Pokemon,Null,336,Pressure,Null,Telepathy,3 SpA,No-Eggs,Null,Null
Heatran,485,heatran.png,485.png,91,90,106,130,106,77,600,Fire,Steel,Lava Dome Pokemon,Null,430,Flash Fire,Null,Flame Body,3 SpA,No-Eggs,Null,Null
Regigigas,486,regigigas.png,486.png,110,160,110,80,110,100,670,Normal,Null,Colossal Pokemon,Null,420,Slow Start,Null,Null,3 Atk,No-Eggs,Null,Null
Giratina,487,giratina.png,487.png,150,100,120,100,120,90,680,Ghost,Dragon,Renegade Pokemon,Null,750,Pressure,Null,Telepathy,3 HP,No-Eggs,Null,Null
Cresselia,488,cresselia.png,488.png,120,70,110,75,120,85,580,Psychic,Null,Lunar Pokemon,Null,85.6,Levitate,Null,Null,3 SpD,No-Eggs,Null,Null
Phione,489,phione.png,489.png,80,80,80,80,80,80,480,Water,Null,Sea Drifter Pokemon,Null,3.1,Hydration,Null,Null,1 HP,Water1,Fairy,Null
Manaphy,490,manaphy.png,490.png,100,100,100,100,100,100,600,Water,Null,Seafaring Pokemon,Null,1.4,Hydration,Null,Null,3 HP,Water1,Fairy,Null
Darkrai,491,darkrai.png,491.png,70,90,90,135,90,125,600,Dark,Null,Pitch-Black Pokemon,Null,50.5,Bad Dreams,Null,Null,1 Spe/2 SpA,No-Eggs,Null,Null
Shaymin,492,shaymin.png,492.png,100,100,100,100,100,100,600,Grass,Null,Gratitude Pokemon,Null,2.1,Natural Cure,Null,Null,3 HP,No-Eggs,Null,Null
Arceus,493,arceus.png,493.png,120,120,120,120,120,120,720,Normal,Null,Alpha Pokemon,Null,320,Multitype,Null,Null,3 HP,No-Eggs,Null,Null
Victini,494,victini.png,494.png,100,100,100,100,100,100,600,Psychic,Fire,Victory Pokemon,Null,4,Victory Star,Null,Null,3 HP,No-Eggs,Null,Null
Snivy,495,snivy.png,495.png,45,45,55,45,55,63,308,Grass,Null,Grass Snake Pokemon,Null,8.1,Overgrow,Null,Contrary,1 Spe,Ground,Plant,Null
Servine,496,servine.png,496.png,60,60,75,60,75,83,413,Grass,Null,Grass Snake Pokemon,Null,16,Overgrow,Null,Contrary,2 Spe,Ground,Plant,Null
Serperior,497,serperior.png,497.png,75,75,95,75,95,113,528,Grass,Null,Regal Pokemon,Null,63,Overgrow,Null,Contrary,3 Spe,Ground,Plant,Null
Tepig,498,tepig.png,498.png,65,63,45,45,45,45,308,Fire,Null,Fire Pig Pokemon,Null,9.9,Blaze,Null,Thick Fat,1 HP,Ground,Null,Null
Pignite,499,pignite.png,499.png,90,93,55,70,55,55,418,Fire,Fighting,Fire Pig Pokemon,Null,55.5,Blaze,Null,Thick Fat,2 Atk,Ground,Null,Null
Emboar,500,emboar.png,500.png,110,123,65,100,65,65,528,Fire,Fighting,Mega Fire Pig Pokemon,Null,150,Blaze,Null,Reckless,3 Atk,Ground,Null,Null
Oshawott,501,oshawott.png,501.png,55,55,45,63,45,45,308,Water,Null,Sea Otter Pokemon,Null,5.9,Torrent,Null,Shell Armor,1 SpA,Ground,Null,Null
Dewott,502,dewott.png,502.png,75,75,60,83,60,60,413,Water,Null,Discipline Pokemon,Null,24.5,Torrent,Null,Shell Armor,2 SpA,Ground,Null,Null
Samurott,503,samurott.png,503.png,95,100,85,108,70,70,528,Water,Null,Formidable Pokemon,Null,94.6,Torrent,Null,Shell Armor,3 SpA,Ground,Null,Null
Samurott-hisui,503,samurott-hisui.png,503.png,90,108,80,100,65,85,528,Water,Dark,Formidable Pokemon,Null,Null,Torrent,Null,Shell Armor,Null,Ground,Null,Null
Patrat,504,patrat.png,504.png,45,55,39,35,39,42,255,Normal,Null,Scout Pokemon,Null,11.6,Run Away,Keen Eye,Analytic,1 Atk,Ground,Null,Null
Watchog,505,watchog.png,505.png,60,85,69,60,69,77,420,Normal,Null,Lookout Pokemon,Null,27,Illuminate,Keen Eye,Analytic,1 Atk,Ground,Null,Null
Lillipup,506,lillipup.png,506.png,45,60,45,25,45,55,275,Normal,Null,Puppy Pokemon,Null,4.1,Vital Spirit,Pickup,Run Away,1 Atk,Ground,Null,Null
Herdier,507,herdier.png,507.png,65,80,65,35,65,60,370,Normal,Null,Loyal Dog Pokemon,Null,14.7,Intimidate,Sand Rush,Scrappy,2 Atk,Ground,Null,Null
Stoutland,508,stoutland.png,508.png,85,110,90,45,90,80,500,Normal,Null,Big-Hearted Pokemon,Null,61,Intimidate,Sand Rush,Scrappy,3 Atk,Ground,Null,Null
Purrloin,509,purrloin.png,509.png,41,50,37,50,37,66,281,Dark,Null,Devious Pokemon,Null,10.1,Limber,Unburden,Prankster,1 Spe,Ground,Null,Null
Liepard,510,liepard.png,510.png,64,88,50,88,50,106,446,Dark,Null,Cruel Pokemon,Null,37.5,Limber,Unburden,Prankster,2 Spe,Ground,Null,Null
Pansage,511,pansage.png,511.png,50,53,48,53,48,64,316,Grass,Null,Grass Monkey Pokemon,Null,10.5,Gluttony,Null,Overgrow,1 Spe,Ground,Null,Null
Simisage,512,simisage.png,512.png,75,98,63,98,63,101,498,Grass,Null,Thorn Monkey Pokemon,Null,30.5,Gluttony,Null,Overgrow,2 Spe,Ground,Null,Null
Pansear,513,pansear.png,513.png,50,53,48,53,48,64,316,Fire,Null,High Temp Pokemon,Null,11,Gluttony,Null,Blaze,1 Spe,Ground,Null,Null
Simisear,514,simisear.png,514.png,75,98,63,98,63,101,498,Fire,Null,Ember Pokemon,Null,28,Gluttony,Null,Blaze,2 Spe,Ground,Null,Null
Panpour,515,panpour.png,515.png,50,53,48,53,48,64,316,Water,Null,Spray Pokemon,Null,13.5,Gluttony,Null,Torrent,1 Spe,Ground,Null,Null
Simipour,516,simipour.png,516.png,75,98,63,98,63,101,498,Water,Null,Geyser Pokemon,Null,29,Gluttony,Null,Torrent,2 Spe,Ground,Null,Null
Munna,517,munna.png,517.png,76,25,45,67,55,24,292,Psychic,Null,Dream Eater Pokemon,Null,23.3,Forewarn,Synchronize,Telepathy,1 HP,Ground,Null,Null
Musharna,518,musharna.png,518.png,116,55,85,107,95,29,487,Psychic,Null,Drowsing Pokemon,Null,60.5,Forewarn,Synchronize,Telepathy,2 HP,Ground,Null,Null
Pidove,519,pidove.png,519.png,50,55,50,36,30,43,264,Normal,Flying,Tiny Pigeon Pokemon,Null,2.1,Big Pecks,Super Luck,Rivalry,1 Atk,Flying,Null,Null
Tranquill,520,tranquill.png,520.png,62,77,62,50,42,65,358,Normal,Flying,Wild Pigeon Pokemon,Null,15,Big Pecks,Super Luck,Rivalry,2 Atk,Flying,Null,Null
Unfezant,521,unfezant.png,521.png,80,115,80,65,55,93,488,Normal,Flying,Proud Pokemon,Null,29,Big Pecks,Super Luck,Rivalry,3 Atk,Flying,Null,Null
Blitzle,522,blitzle.png,522.png,45,60,32,50,32,76,295,Electric,Null,Electrified Pokemon,Null,29.8,Lightning Rod,Motor Drive,Sap Sipper,1 Spe,Ground,Null,Null
Zebstrika,523,zebstrika.png,523.png,75,100,63,80,63,116,497,Electric,Null,Thunderbolt Pokemon,Null,79.5,Lightning Rod,Motor Drive,Sap Sipper,2 Spe,Ground,Null,Null
Roggenrola,524,roggenrola.png,524.png,55,75,85,25,25,15,280,Rock,Null,Mantle Pokemon,Null,18,Sturdy,Weak Armor,Sand Force,1 Def,Mineral,Null,Null
Boldore,525,boldore.png,525.png,70,105,105,50,40,20,390,Rock,Null,Ore Pokemon,Null,102,Sturdy,Weak Armor,Sand Force,1 Atk/1 Def,Mineral,Null,Null
Gigalith,526,gigalith.png,526.png,85,135,130,60,80,25,515,Rock,Null,Compressed Pokemon,Null,260,Sturdy,Sand Stream,Sand Force,3 Atk,Mineral,Null,Null
Woobat,527,woobat.png,527.png,65,45,43,55,43,72,323,Psychic,Flying,Bat Pokemon,Null,2.1,Unaware,Klutz,Simple,1 Spe,Flying,Ground,Null
Swoobat,528,swoobat.png,528.png,67,57,55,77,55,114,425,Psychic,Flying,Courting Pokemon,Null,10.5,Unaware,Klutz,Simple,2 Spe,Flying,Ground,Null
Drilbur,529,drilbur.png,529.png,60,85,40,30,45,68,328,Ground,Null,Mole Pokemon,Null,8.5,Sand Rush,Sand Force,Mold Breaker,1 Atk,Ground,Null,Null
Excadrill,530,excadrill.png,530.png,110,135,60,50,65,88,508,Ground,Steel,Subterrene Pokemon,Null,40.4,Sand Rush,Sand Force,Mold Breaker,2 Atk,Ground,Null,Null
Audino,531,audino.png,531.png,103,60,86,60,86,50,445,Normal,Null,Hearing Pokemon,Null,31,Healer,Regenerator,Klutz,2 HP,Fairy,Null,Null
Timburr,532,timburr.png,532.png,75,80,55,25,35,35,305,Fighting,Null,Muscular Pokemon,Null,12.5,Guts,Sheer Force,Iron Fist,1 Atk,Humanshape,Null,Null
Gurdurr,533,gurdurr.png,533.png,85,105,85,40,50,40,405,Fighting,Null,Muscular Pokemon,Null,40,Guts,Sheer Force,Iron Fist,2 Atk,Humanshape,Null,Null
Conkeldurr,534,conkeldurr.png,534.png,105,140,95,55,65,45,505,Fighting,Null,Muscular Pokemon,Null,87,Guts,Sheer Force,Iron Fist,3 Atk,Humanshape,Null,Null
Tympole,535,tympole.png,535.png,50,50,40,50,40,64,294,Water,Null,Tadpole Pokemon,Null,4.5,Swift Swim,Hydration,Water Absorb,1 Spe,Water1,Null,Null
Palpitoad,536,palpitoad.png,536.png,75,65,55,65,55,69,384,Water,Ground,Vibration Pokemon,Null,17,Swift Swim,Hydration,Water Absorb,2 HP,Water1,Null,Null
Seismitoad,537,seismitoad.png,537.png,105,95,75,85,75,74,509,Water,Ground,Vibration Pokemon,Null,62,Swift Swim,Poison Touch,Water Absorb,3 HP,Water1,Null,Null
Throh,538,throh.png,538.png,120,100,85,30,85,45,465,Fighting,Null,Judo Pokemon,Null,55.5,Guts,Inner Focus,Mold Breaker,2 HP,Humanshape,Null,Null
Sawk,539,sawk.png,539.png,75,125,75,30,75,85,465,Fighting,Null,Karate Pokemon,Null,51,Sturdy,Inner Focus,Mold Breaker,2 Atk,Humanshape,Null,Null
Sewaddle,540,sewaddle.png,540.png,45,53,70,40,60,42,310,Bug,Grass,Sewing Pokemon,Null,2.5,Swarm,Chlorophyll,Overcoat,1 Def,Bug,Null,Null
Swadloon,541,swadloon.png,541.png,55,63,90,50,80,42,380,Bug,Grass,Leaf-Wrapped Pokemon,Null,7.3,Leaf Guard,Chlorophyll,Overcoat,2 Def,Bug,Null,Null
Leavanny,542,leavanny.png,542.png,75,103,80,70,80,92,500,Bug,Grass,Nurturing Pokemon,Null,20.5,Swarm,Chlorophyll,Overcoat,3 Atk,Bug,Null,Null
Venipede,543,venipede.png,543.png,30,45,59,30,39,57,260,Bug,Poison,Centipede Pokemon,Null,5.3,Poison Point,Swarm,Speed Boost,1 Def,Bug,Null,Null
Whirlipede,544,whirlipede.png,544.png,40,55,99,40,79,47,360,Bug,Poison,Curlipede Pokemon,Null,58.5,Poison Point,Swarm,Speed Boost,2 Def,Bug,Null,Null
Scolipede,545,scolipede.png,545.png,60,100,89,55,69,112,485,Bug,Poison,Megapede Pokemon,Null,200.5,Poison Point,Swarm,Speed Boost,3 Spe,Bug,Null,Null
Cottonee,546,cottonee.png,546.png,40,27,60,37,50,66,280,Grass,Fairy,Cotton Puff Pokemon,Null,0.6,Prankster,Infiltrator,Chlorophyll,1 Spe,Fairy,Plant,Null
Whimsicott,547,whimsicott.png,547.png,60,67,85,77,75,116,480,Grass,Fairy,Windveiled Pokemon,Null,6.6,Prankster,Infiltrator,Chlorophyll,2 Spe,Fairy,Plant,Null
Petilil,548,petilil.png,548.png,45,35,50,70,50,30,280,Grass,Null,Bulb Pokemon,Null,6.6,Chlorophyll,Own Tempo,Leaf Guard,1 SpA,Plant,Null,Null
Lilligant,549,lilligant.png,549.png,70,60,75,110,75,90,480,Grass,Null,Flowering Pokemon,Null,16.3,Chlorophyll,Own Tempo,Leaf Guard,2 SpA,Plant,Null,Null
Lilligant-hisui,549,lilligant-hisui.png,549.png,70,105,75,50,75,105,480,Grass,Fighting,Flowering Pokemon,Null,Null,Chlorophyll,Own Tempo,Leaf Guard,Null,Plant,Null,Null
Basculin,550,basculin.png,550.png,70,92,65,80,55,98,460,Water,Null,Hostile Pokemon,Null,18,Reckless,Adaptability,Mold Breaker,2 Spe,Water2,Null,Null
Sandile,551,sandile.png,551.png,50,72,35,35,35,65,292,Ground,Dark,Desert Croc Pokemon,Null,15.2,Intimidate,Moxie,Anger Point,1 Atk,Ground,Null,Null
Krokorok,552,krokorok.png,552.png,60,82,45,45,45,74,351,Ground,Dark,Desert Croc Pokemon,Null,33.4,Intimidate,Moxie,Anger Point,2 Atk,Ground,Null,Null
Krookodile,553,krookodile.png,553.png,95,117,80,65,70,92,519,Ground,Dark,Intimidation Pokemon,Null,96.3,Intimidate,Moxie,Anger Point,3 Atk,Ground,Null,Null
Darumaka,554,darumaka.png,554.png,70,90,45,15,45,50,315,Fire,Null,Zen Charm Pokemon,Null,37.5,Hustle,Null,Inner Focus,1 Atk,Ground,Null,Null
Darumaka-galar,554,darumaka-galar.png,554.png,70,90,45,15,45,50,315,Ice,Null,Zen Charm Pokemon,Null,Null,Hustle,Null,Inner Focus,Null,Ground,Null,Null
Darmanitan,555,darmanitan.png,555.png,105,140,55,30,55,95,480,Fire,Null,Blazing Pokemon,Null,92.9,Sheer Force,Null,Zen Mode,2 Atk,Ground,Null,Null
Darmanitan-galar,555,darmanitan-galar.png,555.png,105,140,55,30,55,95,480,Ice,Null,Blazing Pokemon,Null,92.9,Sheer Force,Null,Zen Mode,2 Atk,Ground,Null,Null
Maractus,556,maractus.png,556.png,75,86,67,106,67,60,461,Grass,Null,Cactus Pokemon,Null,28,Water Absorb,Chlorophyll,Storm Drain,2 SpA,Plant,Null,Null
Dwebble,557,dwebble.png,557.png,50,65,85,35,35,55,325,Bug,Rock,Rock Inn Pokemon,Null,14.5,Sturdy,Shell Armor,Weak Armor,1 Def,Bug,Mineral,Null
Crustle,558,crustle.png,558.png,70,105,125,65,75,45,485,Bug,Rock,Stone Home Pokemon,Null,200,Sturdy,Shell Armor,Weak Armor,2 Def,Bug,Mineral,Null
Scraggy,559,scraggy.png,559.png,50,75,70,35,70,48,348,Dark,Fighting,Shedding Pokemon,Null,11.8,Shed Skin,Moxie,Intimidate,1 Atk,Ground,Dragon,Null
Scrafty,560,scrafty.png,560.png,65,90,115,45,115,58,488,Dark,Fighting,Hoodlum Pokemon,Null,30,Shed Skin,Moxie,Intimidate,1 Def/1 SpD,Dragon,Ground,Null
