Pokemon,Nat,teamSprite,homeSprite,HP,Atk,Def,SpA,SpD,Spe,Total,Type_I,Type_II,Species,Height_(m),Weight_(kg),Ability_I,Ability_II,Hidden_Ability,EV_Yield,Egg_Group_I,Egg_Group_II,Gender_(%_Male),Evolve
Gastrodon,423,gastrodon.png,423.png,111,83,68,92,82,39,475,Water,Ground,Sea Slug Pokémon,xx,29.9,sticky-hold,storm-drain,sand-force,2 HP,water1,indeterminate,xx,xx
Ambipom,424,ambipom.png,424.png,75,100,66,60,66,115,482,Normal,xx,Long Tail Pokémon,xx,20.3,technician,pickup,skill-link,2 Spe,ground,null,xx,xx
Drifloon,425,drifloon.png,425.png,90,50,34,60,44,70,348,Ghost,Flying,Balloon Pokémon,xx,1.2,aftermath,unburden,flare-boost,1 HP,indeterminate,null,xx,xx
Drifblim,426,drifblim.png,426.png,150,80,44,90,54,80,498,Ghost,Flying,Blimp Pokémon,xx,15,aftermath,unburden,flare-boost,2 HP,indeterminate,null,xx,xx
Buneary,427,buneary.png,427.png,55,66,44,44,56,85,350,Normal,xx,Rabbit Pokémon,xx,5.5,run-away,klutz,limber,1 Spe,ground,humanshape,xx,xx
Lopunny,428,lopunny.png,428.png,65,76,84,54,96,105,480,Normal,xx,Rabbit Pokémon,xx,33.3,cute-charm,klutz,limber,2 Spe,ground,humanshape,xx,xx
Mismagius,429,mismagius.png,429.png,60,60,60,105,105,105,495,Ghost,xx,Magical Pokémon,xx,4.4,levitate,null,null,1 SpA/1 SpD,indeterminate,null,xx,xx
Honchkrow,430,honchkrow.png,430.png,100,125,52,105,52,71,505,Dark,Flying,Big Boss Pokémon,xx,27.3,insomnia,super-luck,moxie,2 Atk,flying,null,xx,xx
Glameow,431,glameow.png,431.png,49,55,42,42,37,85,310,Normal,xx,Catty Pokémon,xx,3.9,limber,own-tempo,keen-eye,1 Spe,ground,null,xx,xx
Purugly,432,purugly.png,432.png,71,82,64,64,59,112,452,Normal,xx,Tiger Cat Pokémon,xx,43.8,thick-fat,own-tempo,defiant,2 Spe,ground,null,xx,xx
Chingling,433,chingling.png,433.png,45,30,50,65,50,45,285,Psychic,xx,Bell Pokémon,xx,0.6,levitate,null,null,1 SpA,no-eggs,null,xx,xx
Stunky,434,stunky.png,434.png,63,63,47,41,41,74,329,Poison,Dark,Skunk Pokémon,xx,19.2,stench,aftermath,keen-eye,1 Spe,ground,null,xx,xx
Skuntank,435,skuntank.png,435.png,103,93,67,71,61,84,479,Poison,Dark,Skunk Pokémon,xx,38,stench,aftermath,keen-eye,2 HP,ground,null,xx,xx
Bronzor,436,bronzor.png,436.png,57,24,86,24,86,23,300,Steel,Psychic,Bronze Pokémon,xx,60.5,levitate,heatproof,heavy-metal,1 Def,mineral,null,xx,xx
Bronzong,437,bronzong.png,437.png,67,89,116,79,116,33,500,Steel,Psychic,Bronze Bell Pokémon,xx,187,levitate,heatproof,heavy-metal,1 Def/1 SpD,mineral,null,xx,xx
Bonsly,438,bonsly.png,438.png,50,80,95,10,45,10,290,Rock,xx,Bonsai Pokémon,xx,15,sturdy,rock-head,rattled,1 Def,no-eggs,null,xx,xx
Mime Jr.,439,mime-jr.png,439.png,20,25,45,70,90,60,310,Psychic,Fairy,Mime Pokémon,xx,13,soundproof,filter,technician,1 SpD,no-eggs,null,xx,xx
Happiny,440,happiny.png,440.png,100,5,5,15,65,30,220,Normal,xx,Playhouse Pokémon,xx,24.4,natural-cure,serene-grace,friend-guard,1 HP,no-eggs,null,xx,xx
Chatot,441,chatot.png,441.png,76,65,45,92,42,91,411,Normal,Flying,Music Note Pokémon,xx,1.9,keen-eye,tangled-feet,big-pecks,1 Atk,flying,null,xx,xx
Spiritomb,442,spiritomb.png,442.png,50,92,108,92,108,35,485,Ghost,Dark,Forbidden Pokémon,xx,108,pressure,null,infiltrator,1 Def/1 SpD,indeterminate,null,xx,xx
Gible,443,gible.png,443.png,58,70,45,40,45,42,300,Dragon,Ground,Land Shark Pokémon,xx,20.5,sand-veil,null,rough-skin,1 Atk,monster,dragon,xx,xx
Gabite,444,gabite.png,444.png,68,90,65,50,55,82,410,Dragon,Ground,Cave Pokémon,xx,56,sand-veil,null,rough-skin,2 Atk,monster,dragon,xx,xx
Garchomp,445,garchomp.png,445.png,108,130,95,80,85,102,600,Dragon,Ground,Mach Pokémon,xx,95,sand-veil,null,rough-skin,3 Atk,monster,dragon,xx,xx
Munchlax,446,munchlax.png,446.png,135,85,40,40,85,5,390,Normal,xx,Big Eater Pokémon,xx,105,pickup,thick-fat,gluttony,1 HP,no-eggs,null,xx,xx
Riolu,447,riolu.png,447.png,40,70,40,35,40,60,285,Fighting,xx,Emanation Pokémon,xx,20.2,steadfast,inner-focus,prankster,1 Atk,no-eggs,null,xx,xx
Lucario,448,lucario.png,448.png,70,110,70,115,70,90,525,Fighting,Steel,Aura Pokémon,xx,54,steadfast,inner-focus,justified,1 Atk/1 SpA,ground,humanshape,xx,xx
Hippopotas,449,hippopotas.png,449.png,68,72,78,38,42,32,330,Ground,xx,Hippo Pokémon,xx,49.5,sand-stream,null,sand-force,1 Def,ground,null,xx,xx
Hippowdon,450,hippowdon.png,450.png,108,112,118,68,72,47,525,Ground,xx,Heavyweight Pokémon,xx,300,sand-stream,null,sand-force,2 Def,ground,null,xx,xx
Skorupi,451,skorupi.png,451.png,40,50,90,30,55,65,330,Poison,Bug,Scorpion Pokémon,xx,12,battle-armor,sniper,keen-eye,1 Def,bug,water3,xx,xx
Drapion,452,drapion.png,452.png,70,90,110,60,75,95,500,Poison,Dark,Ogre Scorpion Pokémon,xx,61.5,battle-armor,sniper,keen-eye,2 Def,bug,water3,xx,xx
Croagunk,453,croagunk.png,453.png,48,61,40,61,40,50,300,Poison,Fighting,Toxic Mouth Pokémon,xx,23,anticipation,dry-skin,poison-touch,1 Atk,humanshape,null,xx,xx
Toxicroak,454,toxicroak.png,454.png,83,106,65,86,65,85,490,Poison,Fighting,Toxic Mouth Pokémon,xx,44.4,anticipation,dry-skin,poison-touch,2 Atk,humanshape,null,xx,xx
Carnivine,455,carnivine.png,455.png,74,100,72,90,72,46,454,Grass,xx,Bug Catcher Pokémon,xx,27,levitate,null,null,2 Atk,plant,null,xx,xx
Finneon,456,finneon.png,456.png,49,49,56,49,61,66,330,Water,xx,Wing Fish Pokémon,xx,7,swift-swim,storm-drain,water-veil,1 Spe,water2,null,xx,xx
Lumineon,457,lumineon.png,457.png,69,69,76,69,86,91,460,Water,xx,Neon Pokémon,xx,24,swift-swim,storm-drain,water-veil,2 Spe,water2,null,xx,xx
Mantyke,458,mantyke.png,458.png,45,20,50,60,120,50,345,Water,Flying,Kite Pokémon,xx,65,swift-swim,water-absorb,water-veil,1 SpD,no-eggs,null,xx,xx
Snover,459,snover.png,459.png,60,62,50,62,60,40,334,Ice,Grass,Frost Tree Pokémon,xx,50.5,snow-warning,null,soundproof,1 Atk,monster,plant,xx,xx
Abomasnow,460,abomasnow.png,460.png,90,92,75,92,85,60,494,Ice,Grass,Frost Tree Pokémon,xx,135.5,snow-warning,null,soundproof,1 Atk/1 SpA,monster,plant,xx,xx
Weavile,461,weavile.png,461.png,70,120,65,45,85,125,510,Dark,Ice,Sharp Claw Pokémon,xx,34,pressure,null,pickpocket,1 Atk/1 Spe,ground,null,xx,xx
Magnezone,462,magnezone.png,462.png,70,70,115,130,90,60,535,Electric,Steel,Magnet Area Pokémon,xx,180,magnet-pull,sturdy,analytic,3 SpA,mineral,null,xx,xx
Lickilicky,463,lickilicky.png,463.png,110,85,95,80,95,50,515,Normal,xx,Licking Pokémon,xx,140,own-tempo,oblivious,cloud-nine,3 HP,monster,null,xx,xx
Rhyperior,464,rhyperior.png,464.png,115,140,130,55,55,40,535,Ground,Rock,Drill Pokémon,xx,282.8,lightning-rod,solid-rock,reckless,3 Atk,ground,monster,xx,xx
Tangrowth,465,tangrowth.png,465.png,100,100,125,110,50,50,535,Grass,xx,Vine Pokémon,xx,128.6,chlorophyll,leaf-guard,regenerator,2 Def,plant,null,xx,xx
Electivire,466,electivire.png,466.png,75,123,67,95,85,95,540,Electric,xx,Thunderbolt Pokémon,xx,138.6,motor-drive,null,vital-spirit,3 Atk,humanshape,null,xx,xx
Magmortar,467,magmortar.png,467.png,75,95,67,125,95,83,540,Fire,xx,Blast Pokémon,xx,68,flame-body,null,vital-spirit,3 SpA,humanshape,null,xx,xx
Togekiss,468,togekiss.png,468.png,85,50,95,120,115,80,545,Fairy,Flying,Jubilee Pokémon,xx,38,hustle,serene-grace,super-luck,2 SpA/1 SpD,flying,fairy,xx,xx
Yanmega,469,yanmega.png,469.png,86,76,86,116,56,95,515,Bug,Flying,Ogre Darner Pokémon,xx,51.5,speed-boost,tinted-lens,frisk,2 Atk,bug,null,xx,xx
Leafeon,470,leafeon.png,470.png,65,110,130,60,65,95,525,Grass,xx,Verdant Pokémon,xx,25.5,leaf-guard,null,chlorophyll,2 Def,ground,null,xx,xx
Glaceon,471,glaceon.png,471.png,65,60,110,130,95,65,525,Ice,xx,Fresh Snow Pokémon,xx,25.9,snow-cloak,null,ice-body,2 SpA,ground,null,xx,xx
Gliscor,472,gliscor.png,472.png,75,95,125,45,75,95,510,Ground,Flying,Fang Scorpion Pokémon,xx,42.5,hyper-cutter,sand-veil,poison-heal,2 Def,bug,null,xx,xx
Mamoswine,473,mamoswine.png,473.png,110,130,80,70,60,80,530,Ice,Ground,Twin Tusk Pokémon,xx,291,oblivious,snow-cloak,thick-fat,3 Atk,ground,null,xx,xx
Porygon-Z,474,porygon-z.png,474.png,85,80,70,135,75,90,535,Normal,xx,Virtual Pokémon,xx,34,adaptability,download,analytic,3 SpA,mineral,null,xx,xx
Gallade,475,gallade.png,475.png,68,125,65,65,115,80,518,Psychic,Fighting,Blade Pokémon,xx,52,steadfast,null,justified,3 Atk,humanshape,indeterminate,xx,xx
Probopass,476,probopass.png,476.png,60,55,145,75,150,40,525,Rock,Steel,Compass Pokémon,xx,340,sturdy,magnet-pull,sand-force,1 Def/2 SpD,mineral,null,xx,xx
Dusknoir,477,dusknoir.png,477.png,45,100,135,65,135,45,525,Ghost,xx,Gripper Pokémon,xx,106.6,pressure,null,frisk,1 Def/2 SpD,indeterminate,null,xx,xx
Froslass,478,froslass.png,478.png,70,80,70,80,70,110,480,Ice,Ghost,Snow Land Pokémon,xx,26.6,snow-cloak,null,cursed-body,2 Spe,fairy,mineral,xx,xx
Rotom,479,rotom.png,479.png,50,50,77,95,77,91,440,Electric,Ghost,Plasma Pokémon,xx,0.3,levitate,null,null,1 SpA/1 Spe,indeterminate,null,xx,xx
Uxie,480,uxie.png,480.png,75,75,130,75,130,95,580,Psychic,xx,Knowledge Pokémon,xx,0.3,levitate,null,null,2 Def/1 SpD,no-eggs,null,xx,xx
Mesprit,481,mesprit.png,481.png,80,105,105,105,105,80,580,Psychic,xx,Emotion Pokémon,xx,0.3,levitate,null,null,1 Atk/1 SpA/1 SpD,no-eggs,null,xx,xx
Azelf,482,azelf.png,482.png,75,125,70,125,70,115,580,Psychic,xx,Willpower Pokémon,xx,0.3,levitate,null,null,2 Atk/1 SpA,no-eggs,null,xx,xx
Dialga,483,dialga.png,483.png,100,120,120,150,100,90,680,Steel,Dragon,Temporal Pokémon,xx,683,pressure,null,telepathy,3 SpA,no-eggs,null,xx,xx
Palkia,484,palkia.png,484.png,90,120,100,150,120,100,680,Water,Dragon,Spatial Pokémon,xx,336,pressure,null,telepathy,3 SpA,no-eggs,null,xx,xx
Heatran,485,heatran.png,485.png,91,90,106,130,106,77,600,Fire,Steel,Lava Dome Pokémon,xx,430,flash-fire,null,flame-body,3 SpA,no-eggs,null,xx,xx
Regigigas,486,regigigas.png,486.png,110,160,110,80,110,100,670,Normal,xx,Colossal Pokémon,xx,420,slow-start,null,null,3 Atk,no-eggs,null,xx,xx
Giratina,487,giratina.png,487.png,150,100,120,100,120,90,680,Ghost,Dragon,Renegade Pokémon,xx,750,pressure,null,telepathy,3 HP,no-eggs,null,xx,xx
Cresselia,488,cresselia.png,488.png,120,70,110,75,120,85,580,Psychic,xx,Lunar Pokémon,xx,85.6,levitate,null,null,3 SpD,no-eggs,null,xx,xx
Phione,489,phione.png,489.png,80,80,80,80,80,80,480,Water,xx,Sea Drifter Pokémon,xx,3.1,hydration,null,null,1 HP,water1,fairy,xx,xx
Manaphy,490,manaphy.png,490.png,100,100,100,100,100,100,600,Water,xx,Seafaring Pokémon,xx,1.4,hydration,null,null,3 HP,water1,fairy,xx,xx
Darkrai,491,darkrai.png,491.png,70,90,90,135,90,125,600,Dark,xx,Pitch-Black Pokémon,xx,50.5,bad-dreams,null,null,1 Spe/2 SpA,no-eggs,null,xx,xx
Shaymin,492,shaymin.png,492.png,100,100,100,100,100,100,600,Grass,xx,Gratitude Pokémon,xx,2.1,natural-cure,null,null,3 HP,no-eggs,null,xx,xx
Arceus,493,arceus.png,493.png,120,120,120,120,120,120,720,Normal,xx,Alpha Pokémon,xx,320,multitype,null,null,3 HP,no-eggs,null,xx,xx
Victini,494,victini.png,494.png,100,100,100,100,100,100,600,Psychic,Fire,Victory Pokémon,xx,4,victory-star,null,null,3 HP,no-eggs,null,xx,xx
Snivy,495,snivy.png,495.png,45,45,55,45,55,63,308,Grass,xx,Grass Snake Pokémon,xx,8.1,overgrow,null,contrary,1 Spe,ground,plant,xx,xx
Servine,496,servine.png,496.png,60,60,75,60,75,83,413,Grass,xx,Grass Snake Pokémon,xx,16,overgrow,null,contrary,2 Spe,ground,plant,xx,xx
Serperior,497,serperior.png,497.png,75,75,95,75,95,113,528,Grass,xx,Regal Pokémon,xx,63,overgrow,null,contrary,3 Spe,ground,plant,xx,xx
Tepig,498,tepig.png,498.png,65,63,45,45,45,45,308,Fire,xx,Fire Pig Pokémon,xx,9.9,blaze,null,thick-fat,1 HP,ground,null,xx,xx
Pignite,499,pignite.png,499.png,90,93,55,70,55,55,418,Fire,Fighting,Fire Pig Pokémon,xx,55.5,blaze,null,thick-fat,2 Atk,ground,null,xx,xx
Emboar,500,emboar.png,500.png,110,123,65,100,65,65,528,Fire,Fighting,Mega Fire Pig Pokémon,xx,150,blaze,null,reckless,3 Atk,ground,null,xx,xx
Oshawott,501,oshawott.png,501.png,55,55,45,63,45,45,308,Water,xx,Sea Otter Pokémon,xx,5.9,torrent,null,shell-armor,1 SpA,ground,null,xx,xx
Dewott,502,dewott.png,502.png,75,75,60,83,60,60,413,Water,xx,Discipline Pokémon,xx,24.5,torrent,null,shell-armor,2 SpA,ground,null,xx,xx
Samurott,503,samurott.png,503.png,95,100,85,108,70,70,528,Water,xx,Formidable Pokémon,xx,94.6,torrent,null,shell-armor,3 SpA,ground,null,xx,xx
Samurott-hisui,503,samurott-hisui.png,503.png,90,108,80,100,65,85,528,Water,Dark,Formidable Pokémon,xx,xx,torrent,null,shell-armor,xx,ground,null,xx,xx
Patrat,504,patrat.png,504.png,45,55,39,35,39,42,255,Normal,xx,Scout Pokémon,xx,11.6,run-away,keen-eye,analytic,1 Atk,ground,null,xx,xx
Watchog,505,watchog.png,505.png,60,85,69,60,69,77,420,Normal,xx,Lookout Pokémon,xx,27,illuminate,keen-eye,analytic,1 Atk,ground,null,xx,xx
Lillipup,506,lillipup.png,506.png,45,60,45,25,45,55,275,Normal,xx,Puppy Pokémon,xx,4.1,vital-spirit,pickup,run-away,1 Atk,ground,null,xx,xx
Herdier,507,herdier.png,507.png,65,80,65,35,65,60,370,Normal,xx,Loyal Dog Pokémon,xx,14.7,intimidate,sand-rush,scrappy,2 Atk,ground,null,xx,xx
Stoutland,508,stoutland.png,508.png,85,110,90,45,90,80,500,Normal,xx,Big-Hearted Pokémon,xx,61,intimidate,sand-rush,scrappy,3 Atk,ground,null,xx,xx
Purrloin,509,purrloin.png,509.png,41,50,37,50,37,66,281,Dark,xx,Devious Pokémon,xx,10.1,limber,unburden,prankster,1 Spe,ground,null,xx,xx
Liepard,510,liepard.png,510.png,64,88,50,88,50,106,446,Dark,xx,Cruel Pokémon,xx,37.5,limber,unburden,prankster,2 Spe,ground,null,xx,xx
Pansage,511,pansage.png,511.png,50,53,48,53,48,64,316,Grass,xx,Grass Monkey Pokémon,xx,10.5,gluttony,null,overgrow,1 Spe,ground,null,xx,xx
Simisage,512,simisage.png,512.png,75,98,63,98,63,101,498,Grass,xx,Thorn Monkey Pokémon,xx,30.5,gluttony,null,overgrow,2 Spe,ground,null,xx,xx
Pansear,513,pansear.png,513.png,50,53,48,53,48,64,316,Fire,xx,High Temp Pokémon,xx,11,gluttony,null,blaze,1 Spe,ground,null,xx,xx
Simisear,514,simisear.png,514.png,75,98,63,98,63,101,498,Fire,xx,Ember Pokémon,xx,28,gluttony,null,blaze,2 Spe,ground,null,xx,xx
Panpour,515,panpour.png,515.png,50,53,48,53,48,64,316,Water,xx,Spray Pokémon,xx,13.5,gluttony,null,torrent,1 Spe,ground,null,xx,xx
Simipour,516,simipour.png,516.png,75,98,63,98,63,101,498,Water,xx,Geyser Pokémon,xx,29,gluttony,null,torrent,2 Spe,ground,null,xx,xx
Munna,517,munna.png,517.png,76,25,45,67,55,24,292,Psychic,xx,Dream Eater Pokémon,xx,23.3,forewarn,synchronize,telepathy,1 HP,ground,null,xx,xx
Musharna,518,musharna.png,518.png,116,55,85,107,95,29,487,Psychic,xx,Drowsing Pokémon,xx,60.5,forewarn,synchronize,telepathy,2 HP,ground,null,xx,xx
Pidove,519,pidove.png,519.png,50,55,50,36,30,43,264,Normal,Flying,Tiny Pigeon Pokémon,xx,2.1,big-pecks,super-luck,rivalry,1 Atk,flying,null,xx,xx
Tranquill,520,tranquill.png,520.png,62,77,62,50,42,65,358,Normal,Flying,Wild Pigeon Pokémon,xx,15,big-pecks,super-luck,rivalry,2 Atk,flying,null,xx,xx
Unfezant,521,unfezant.png,521.png,80,115,80,65,55,93,488,Normal,Flying,Proud Pokémon,xx,29,big-pecks,super-luck,rivalry,3 Atk,flying,null,xx,xx
Blitzle,522,blitzle.png,522.png,45,60,32,50,32,76,295,Electric,xx,Electrified Pokémon,xx,29.8,lightning-rod,motor-drive,sap-sipper,1 Spe,ground,null,xx,xx
Zebstrika,523,zebstrika.png,523.png,75,100,63,80,63,116,497,Electric,xx,Thunderbolt Pokémon,xx,79.5,lightning-rod,motor-drive,sap-sipper,2 Spe,ground,null,xx,xx
Roggenrola,524,roggenrola.png,524.png,55,75,85,25,25,15,280,Rock,xx,Mantle Pokémon,xx,18,sturdy,weak-armor,sand-force,1 Def,mineral,null,xx,xx
Boldore,525,boldore.png,525.png,70,105,105,50,40,20,390,Rock,xx,Ore Pokémon,xx,102,sturdy,weak-armor,sand-force,1 Atk/1 Def,mineral,null,xx,xx
Gigalith,526,gigalith.png,526.png,85,135,130,60,80,25,515,Rock,xx,Compressed Pokémon,xx,260,sturdy,sand-stream,sand-force,3 Atk,mineral,null,xx,xx
Woobat,527,woobat.png,527.png,65,45,43,55,43,72,323,Psychic,Flying,Bat Pokémon,xx,2.1,unaware,klutz,simple,1 Spe,flying,ground,xx,xx
Swoobat,528,swoobat.png,528.png,67,57,55,77,55,114,425,Psychic,Flying,Courting Pokémon,xx,10.5,unaware,klutz,simple,2 Spe,flying,ground,xx,xx
Drilbur,529,drilbur.png,529.png,60,85,40,30,45,68,328,Ground,xx,Mole Pokémon,xx,8.5,sand-rush,sand-force,mold-breaker,1 Atk,ground,null,xx,xx
Excadrill,530,excadrill.png,530.png,110,135,60,50,65,88,508,Ground,Steel,Subterrene Pokémon,xx,40.4,sand-rush,sand-force,mold-breaker,2 Atk,ground,null,xx,xx
Audino,531,audino.png,531.png,103,60,86,60,86,50,445,Normal,xx,Hearing Pokémon,xx,31,healer,regenerator,klutz,2 HP,fairy,null,xx,xx
Timburr,532,timburr.png,532.png,75,80,55,25,35,35,305,Fighting,xx,Muscular Pokémon,xx,12.5,guts,sheer-force,iron-fist,1 Atk,humanshape,null,xx,xx
Gurdurr,533,gurdurr.png,533.png,85,105,85,40,50,40,405,Fighting,xx,Muscular Pokémon,xx,40,guts,sheer-force,iron-fist,2 Atk,humanshape,null,xx,xx
Conkeldurr,534,conkeldurr.png,534.png,105,140,95,55,65,45,505,Fighting,xx,Muscular Pokémon,xx,87,guts,sheer-force,iron-fist,3 Atk,humanshape,null,xx,xx
Tympole,535,tympole.png,535.png,50,50,40,50,40,64,294,Water,xx,Tadpole Pokémon,xx,4.5,swift-swim,hydration,water-absorb,1 Spe,water1,null,xx,xx
Palpitoad,536,palpitoad.png,536.png,75,65,55,65,55,69,384,Water,Ground,Vibration Pokémon,xx,17,swift-swim,hydration,water-absorb,2 HP,water1,null,xx,xx
Seismitoad,537,seismitoad.png,537.png,105,95,75,85,75,74,509,Water,Ground,Vibration Pokémon,xx,62,swift-swim,poison-touch,water-absorb,3 HP,water1,null,xx,xx
Throh,538,throh.png,538.png,120,100,85,30,85,45,465,Fighting,xx,Judo Pokémon,xx,55.5,guts,inner-focus,mold-breaker,2 HP,humanshape,null,xx,xx
Sawk,539,sawk.png,539.png,75,125,75,30,75,85,465,Fighting,xx,Karate Pokémon,xx,51,sturdy,inner-focus,mold-breaker,2 Atk,humanshape,null,xx,xx
Sewaddle,540,sewaddle.png,540.png,45,53,70,40,60,42,310,Bug,Grass,Sewing Pokémon,xx,2.5,swarm,chlorophyll,overcoat,1 Def,bug,null,xx,xx
Swadloon,541,swadloon.png,541.png,55,63,90,50,80,42,380,Bug,Grass,Leaf-Wrapped Pokémon,xx,7.3,leaf-guard,chlorophyll,overcoat,2 Def,bug,null,xx,xx
Leavanny,542,leavanny.png,542.png,75,103,80,70,80,92,500,Bug,Grass,Nurturing Pokémon,xx,20.5,swarm,chlorophyll,overcoat,3 Atk,bug,null,xx,xx
Venipede,543,venipede.png,543.png,30,45,59,30,39,57,260,Bug,Poison,Centipede Pokémon,xx,5.3,poison-point,swarm,speed-boost,1 Def,bug,null,xx,xx
Whirlipede,544,whirlipede.png,544.png,40,55,99,40,79,47,360,Bug,Poison,Curlipede Pokémon,xx,58.5,poison-point,swarm,speed-boost,2 Def,bug,null,xx,xx
Scolipede,545,scolipede.png,545.png,60,100,89,55,69,112,485,Bug,Poison,Megapede Pokémon,xx,200.5,poison-point,swarm,speed-boost,3 Spe,bug,null,xx,xx
Cottonee,546,cottonee.png,546.png,40,27,60,37,50,66,280,Grass,Fairy,Cotton Puff Pokémon,xx,0.6,prankster,infiltrator,chlorophyll,1 Spe,fairy,plant,xx,xx
Whimsicott,547,whimsicott.png,547.png,60,67,85,77,75,116,480,Grass,Fairy,Windveiled Pokémon,xx,6.6,prankster,infiltrator,chlorophyll,2 Spe,fairy,plant,xx,xx
Petilil,548,petilil.png,548.png,45,35,50,70,50,30,280,Grass,xx,Bulb Pokémon,xx,6.6,chlorophyll,own-tempo,leaf-guard,1 SpA,plant,null,xx,xx
Lilligant,549,lilligant.png,549.png,70,60,75,110,75,90,480,Grass,xx,Flowering Pokémon,xx,16.3,chlorophyll,own-tempo,leaf-guard,2 SpA,plant,null,xx,xx
Lilligant-hisui,549,lilligant-hisui.png,549.png,70,105,75,50,75,105,480,Grass,Fighting,Flowering Pokémon,xx,xx,chlorophyll,own-tempo,leaf-guard,xx,plant,null,xx,xx
Basculin,550,basculin.png,550.png,70,92,65,80,55,98,460,Water,xx,Hostile Pokémon,xx,18,reckless,adaptability,mold-breaker,2 Spe,water2,null,xx,xx
Sandile,551,sandile.png,551.png,50,72,35,35,35,65,292,Ground,Dark,Desert Croc Pokémon,xx,15.2,intimidate,moxie,anger-point,1 Atk,ground,null,xx,xx
Krokorok,552,krokorok.png,552.png,60,82,45,45,45,74,351,Ground,Dark,Desert Croc Pokémon,xx,33.4,intimidate,moxie,anger-point,2 Atk,ground,null,xx,xx
Krookodile,553,krookodile.png,553.png,95,117,80,65,70,92,519,Ground,Dark,Intimidation Pokémon,xx,96.3,intimidate,moxie,anger-point,3 Atk,ground,null,xx,xx
Darumaka,554,darumaka.png,554.png,70,90,45,15,45,50,315,Fire,xx,Zen Charm Pokémon,xx,37.5,hustle,null,inner-focus,1 Atk,ground,null,xx,xx
Darumaka-galar,554,darumaka-galar.png,554.png,70,90,45,15,45,50,315,Ice,xx,Zen Charm Pokémon,xx,xx,hustle,null,inner-focus,xx,ground,null,xx,xx
Darmanitan,555,darmanitan.png,555.png,105,140,55,30,55,95,480,Fire,xx,Blazing Pokémon,xx,92.9,sheer-force,null,zen-mode,2 Atk,ground,null,xx,xx
Darmanitan-galar,555,darmanitan-galar.png,555.png,105,140,55,30,55,95,480,Ice,xx,Blazing Pokémon,xx,92.9,sheer-force,null,zen-mode,2 Atk,ground,null,xx,xx
Maractus,556,maractus.png,556.png,75,86,67,106,67,60,461,Grass,xx,Cactus Pokémon,xx,28,water-absorb,chlorophyll,storm-drain,2 SpA,plant,null,xx,xx
Dwebble,557,dwebble.png,557.png,50,65,85,35,35,55,325,Bug,Rock,Rock Inn Pokémon,xx,14.5,sturdy,shell-armor,weak-armor,1 Def,bug,mineral,xx,xx
Crustle,558,crustle.png,558.png,70,105,125,65,75,45,485,Bug,Rock,Stone Home Pokémon,xx,200,sturdy,shell-armor,weak-armor,2 Def,bug,mineral,xx,xx
Scraggy,559,scraggy.png,559.png,50,75,70,35,70,48,348,Dark,Fighting,Shedding Pokémon,xx,11.8,shed-skin,moxie,intimidate,1 Atk,ground,dragon,xx,xx
Scrafty,560,scrafty.png,560.png,65,90,115,45,115,58,488,Dark,Fighting,Hoodlum Pokémon,xx,30,shed-skin,moxie,intimidate,1 Def/1 SpD,dragon,ground,xx,xx
Sigilyph,561,sigilyph.png,561.png,72,58,80,103,80,97,490,Psychic,Flying,Avianoid Pokémon,xx,14,wonder-skin,magic-guard,tinted-lens,2 SpA,flying,null,xx,xx
Yamask,562,yamask.png,562.png,38,30,85,55,65,30,303,Ghost,xx,Spirit Pokémon,xx,1.5,mummy,null,null,1 Def,mineral,indeterminate,xx,xx
Yamask-galar,562,yamask-galar.png,562.png,38,55,85,30,65,30,303,Ground,Ghost,Spirit Pokémon,xx,xx,mummy,null,null,xx,mineral,indeterminate,xx,xx
Cofagrigus,563,cofagrigus.png,563.png,58,50,145,95,105,30,483,Ghost,xx,Coffin Pokémon,xx,76.5,mummy,null,null,2 Def,mineral,indeterminate,xx,xx
Tirtouga,564,tirtouga.png,564.png,54,78,103,53,45,22,355,Water,Rock,Prototurtle Pokémon,xx,16.5,solid-rock,sturdy,swift-swim,1 Def,water1,water3,xx,xx
Carracosta,565,carracosta.png,565.png,74,108,133,83,65,32,495,Water,Rock,Prototurtle Pokémon,xx,81,solid-rock,sturdy,swift-swim,2 Def,water1,water3,xx,xx
Archen,566,archen.png,566.png,55,112,45,74,45,70,401,Rock,Flying,First Bird Pokémon,xx,9.5,defeatist,null,null,1 Atk,flying,water3,xx,xx
Archeops,567,archeops.png,567.png,75,140,65,112,65,110,567,Rock,Flying,First Bird Pokémon,xx,32,defeatist,null,null,2 Atk,flying,water3,xx,xx
Trubbish,568,trubbish.png,568.png,50,50,62,40,62,65,329,Poison,xx,Trash Bag Pokémon,xx,31,stench,sticky-hold,aftermath,1 Spe,mineral,null,xx,xx
Garbodor,569,garbodor.png,569.png,80,95,82,60,82,75,474,Poison,xx,Trash Heap Pokémon,xx,107.3,stench,weak-armor,aftermath,2 Atk,mineral,null,xx,xx
Zorua,570,zorua.png,570.png,40,65,40,80,40,65,330,Dark,xx,Tricky Fox Pokémon,xx,12.5,illusion,null,null,1 SpA,ground,null,xx,xx
Zorua-hisui,570,zorua-hisui.png,570.png,35,60,40,85,40,70,330,Normal,Ghost,Tricky Fox Pokémon,xx,xx,illusion,null,null,xx,ground,null,xx,xx
