Pokemon,Nat,teamSprite,homeSprite,HP,Atk,Def,SpA,SpD,Spe,Total,Type_I,Type_II,Species,Height,Weight,Ability_I,Ability_Ii,Hidden_Ability,EV_Yield,Egg_Group_I,Egg_Group_Ii,Gender
Buneary,427,buneary.png,427.png,55,66,44,44,56,85,350,Normal,null,Rabbit Pokemon,null,5.5,Run Away,Klutz,Limber,1 Spe,Ground,Humanshape,null
Lopunny,428,lopunny.png,428.png,65,76,84,54,96,105,480,Normal,null,Rabbit Pokemon,null,33.3,Cute Charm,Klutz,Limber,2 Spe,Ground,Humanshape,null
Mismagius,429,mismagius.png,429.png,60,60,60,105,105,105,495,Ghost,null,Magical Pokemon,null,4.4,Levitate,null,null,1 SpA/1 SpD,Indeterminate,null,null
Honchkrow,430,honchkrow.png,430.png,100,125,52,105,52,71,505,Dark,Flying,Big Boss Pokemon,null,27.3,Insomnia,Super Luck,Moxie,2 Atk,Flying,null,null
Glameow,431,glameow.png,431.png,49,55,42,42,37,85,310,Normal,null,Catty Pokemon,null,3.9,Limber,Own Tempo,Keen Eye,1 Spe,Ground,null,null
Purugly,432,purugly.png,432.png,71,82,64,64,59,112,452,Normal,null,Tiger Cat Pokemon,null,43.8,Thick Fat,Own Tempo,Defiant,2 Spe,Ground,null,null
Chingling,433,chingling.png,433.png,45,30,50,65,50,45,285,Psychic,null,Bell Pokemon,null,0.6,Levitate,null,null,1 SpA,No-Eggs,null,null
Stunky,434,stunky.png,434.png,63,63,47,41,41,74,329,Poison,Dark,Skunk Pokemon,null,19.2,Stench,Aftermath,Keen Eye,1 Spe,Ground,null,null
Skuntank,435,skuntank.png,435.png,103,93,67,71,61,84,479,Poison,Dark,Skunk Pokemon,null,38,Stench,Aftermath,Keen Eye,2 HP,Ground,null,null
Bronzor,436,bronzor.png,436.png,57,24,86,24,86,23,300,Steel,Psychic,Bronze Pokemon,null,60.5,Levitate,Heatproof,Heavy Metal,1 Def,Mineral,null,null
Bronzong,437,bronzong.png,437.png,67,89,116,79,116,33,500,Steel,Psychic,Bronze Bell Pokemon,null,187,Levitate,Heatproof,Heavy Metal,1 Def/1 SpD,Mineral,null,null
Bonsly,438,bonsly.png,438.png,50,80,95,10,45,10,290,Rock,null,Bonsai Pokemon,null,15,Sturdy,Rock Head,Rattled,1 Def,No-Eggs,null,null
Mime Jr.,439,mime-jr.png,439.png,20,25,45,70,90,60,310,Psychic,Fairy,Mime Pokemon,null,13,Soundproof,Filter,Technician,1 SpD,No-Eggs,null,null
Happiny,440,happiny.png,440.png,100,5,5,15,65,30,220,Normal,null,Playhouse Pokemon,null,24.4,Natural Cure,Serene Grace,Friend Guard,1 HP,No-Eggs,null,null
Chatot,441,chatot.png,441.png,76,65,45,92,42,91,411,Normal,Flying,Music Note Pokemon,null,1.9,Keen Eye,Tangled Feet,Big Pecks,1 Atk,Flying,null,null
Spiritomb,442,spiritomb.png,442.png,50,92,108,92,108,35,485,Ghost,Dark,Forbidden Pokemon,null,108,Pressure,null,Infiltrator,1 Def/1 SpD,Indeterminate,null,null
Gible,443,gible.png,443.png,58,70,45,40,45,42,300,Dragon,Ground,Land Shark Pokemon,null,20.5,Sand Veil,null,Rough Skin,1 Atk,Monster,Dragon,null
Gabite,444,gabite.png,444.png,68,90,65,50,55,82,410,Dragon,Ground,Cave Pokemon,null,56,Sand Veil,null,Rough Skin,2 Atk,Monster,Dragon,null
Garchomp,445,garchomp.png,445.png,108,130,95,80,85,102,600,Dragon,Ground,Mach Pokemon,null,95,Sand Veil,null,Rough Skin,3 Atk,Monster,Dragon,null
Munchlax,446,munchlax.png,446.png,135,85,40,40,85,5,390,Normal,null,Big Eater Pokemon,null,105,Pickup,Thick Fat,Gluttony,1 HP,No-Eggs,null,null
Riolu,447,riolu.png,447.png,40,70,40,35,40,60,285,Fighting,null,Emanation Pokemon,null,20.2,Steadfast,Inner Focus,Prankster,1 Atk,No-Eggs,null,null
Lucario,448,lucario.png,448.png,70,110,70,115,70,90,525,Fighting,Steel,Aura Pokemon,null,54,Steadfast,Inner Focus,Justified,1 Atk/1 SpA,Ground,Humanshape,null
Hippopotas,449,hippopotas.png,449.png,68,72,78,38,42,32,330,Ground,null,Hippo Pokemon,null,49.5,Sand Stream,null,Sand Force,1 Def,Ground,null,null
Hippowdon,450,hippowdon.png,450.png,108,112,118,68,72,47,525,Ground,null,Heavyweight Pokemon,null,300,Sand Stream,null,Sand Force,2 Def,Ground,null,null
Skorupi,451,skorupi.png,451.png,40,50,90,30,55,65,330,Poison,Bug,Scorpion Pokemon,null,12,Battle Armor,Sniper,Keen Eye,1 Def,Bug,Water3,null
Drapion,452,drapion.png,452.png,70,90,110,60,75,95,500,Poison,Dark,Ogre Scorpion Pokemon,null,61.5,Battle Armor,Sniper,Keen Eye,2 Def,Bug,Water3,null
Croagunk,453,croagunk.png,453.png,48,61,40,61,40,50,300,Poison,Fighting,Toxic Mouth Pokemon,null,23,Anticipation,Dry Skin,Poison Touch,1 Atk,Humanshape,null,null
Toxicroak,454,toxicroak.png,454.png,83,106,65,86,65,85,490,Poison,Fighting,Toxic Mouth Pokemon,null,44.4,Anticipation,Dry Skin,Poison Touch,2 Atk,Humanshape,null,null
Carnivine,455,carnivine.png,455.png,74,100,72,90,72,46,454,Grass,null,Bug Catcher Pokemon,null,27,Levitate,null,null,2 Atk,Plant,null,null
Finneon,456,finneon.png,456.png,49,49,56,49,61,66,330,Water,null,Wing Fish Pokemon,null,7,Swift Swim,Storm Drain,Water Veil,1 Spe,Water2,null,null
Lumineon,457,lumineon.png,457.png,69,69,76,69,86,91,460,Water,null,Neon Pokemon,null,24,Swift Swim,Storm Drain,Water Veil,2 Spe,Water2,null,null
Mantyke,458,mantyke.png,458.png,45,20,50,60,120,50,345,Water,Flying,Kite Pokemon,null,65,Swift Swim,Water Absorb,Water Veil,1 SpD,No-Eggs,null,null
Snover,459,snover.png,459.png,60,62,50,62,60,40,334,Ice,Grass,Frost Tree Pokemon,null,50.5,Snow Warning,null,Soundproof,1 Atk,Monster,Plant,null
Abomasnow,460,abomasnow.png,460.png,90,92,75,92,85,60,494,Ice,Grass,Frost Tree Pokemon,null,135.5,Snow Warning,null,Soundproof,1 Atk/1 SpA,Monster,Plant,null
Weavile,461,weavile.png,461.png,70,120,65,45,85,125,510,Dark,Ice,Sharp Claw Pokemon,null,34,Pressure,null,Pickpocket,1 Atk/1 Spe,Ground,null,null
Magnezone,462,magnezone.png,462.png,70,70,115,130,90,60,535,Electric,Steel,Magnet Area Pokemon,null,180,Magnet Pull,Sturdy,Analytic,3 SpA,Mineral,null,null
Lickilicky,463,lickilicky.png,463.png,110,85,95,80,95,50,515,Normal,null,Licking Pokemon,null,140,Own Tempo,Oblivious,Cloud Nine,3 HP,Monster,null,null
Rhyperior,464,rhyperior.png,464.png,115,140,130,55,55,40,535,Ground,Rock,Drill Pokemon,null,282.8,Lightning Rod,Solid Rock,Reckless,3 Atk,Ground,Monster,null
Tangrowth,465,tangrowth.png,465.png,100,100,125,110,50,50,535,Grass,null,Vine Pokemon,null,128.6,Chlorophyll,Leaf Guard,Regenerator,2 Def,Plant,null,null
Electivire,466,electivire.png,466.png,75,123,67,95,85,95,540,Electric,null,Thunderbolt Pokemon,null,138.6,Motor Drive,null,Vital Spirit,3 Atk,Humanshape,null,null
Magmortar,467,magmortar.png,467.png,75,95,67,125,95,83,540,Fire,null,Blast Pokemon,null,68,Flame Body,null,Vital Spirit,3 SpA,Humanshape,null,null
Togekiss,468,togekiss.png,468.png,85,50,95,120,115,80,545,Fairy,Flying,Jubilee Pokemon,null,38,Hustle,Serene Grace,Super Luck,2 SpA/1 SpD,Flying,Fairy,null
Yanmega,469,yanmega.png,469.png,86,76,86,116,56,95,515,Bug,Flying,Ogre Darner Pokemon,null,51.5,Speed Boost,Tinted Lens,Frisk,2 Atk,Bug,null,null
Leafeon,470,leafeon.png,470.png,65,110,130,60,65,95,525,Grass,null,Verdant Pokemon,null,25.5,Leaf Guard,null,Chlorophyll,2 Def,Ground,null,null
Glaceon,471,glaceon.png,471.png,65,60,110,130,95,65,525,Ice,null,Fresh Snow Pokemon,null,25.9,Snow Cloak,null,Ice Body,2 SpA,Ground,null,null
Gliscor,472,gliscor.png,472.png,75,95,125,45,75,95,510,Ground,Flying,Fang Scorpion Pokemon,null,42.5,Hyper Cutter,Sand Veil,Poison Heal,2 Def,Bug,null,null
Mamoswine,473,mamoswine.png,473.png,110,130,80,70,60,80,530,Ice,Ground,Twin Tusk Pokemon,null,291,Oblivious,Snow Cloak,Thick Fat,3 Atk,Ground,null,null
Porygon-Z,474,porygon-z.png,474.png,85,80,70,135,75,90,535,Normal,null,Virtual Pokemon,null,34,Adaptability,Download,Analytic,3 SpA,Mineral,null,null
Gallade,475,gallade.png,475.png,68,125,65,65,115,80,518,Psychic,Fighting,Blade Pokemon,null,52,Steadfast,null,Justified,3 Atk,Humanshape,Indeterminate,null
Probopass,476,probopass.png,476.png,60,55,145,75,150,40,525,Rock,Steel,Compass Pokemon,null,340,Sturdy,Magnet Pull,Sand Force,1 Def/2 SpD,Mineral,null,null
Dusknoir,477,dusknoir.png,477.png,45,100,135,65,135,45,525,Ghost,null,Gripper Pokemon,null,106.6,Pressure,null,Frisk,1 Def/2 SpD,Indeterminate,null,null
Froslass,478,froslass.png,478.png,70,80,70,80,70,110,480,Ice,Ghost,Snow Land Pokemon,null,26.6,Snow Cloak,null,Cursed Body,2 Spe,Fairy,Mineral,null
Rotom,479,rotom.png,479.png,50,50,77,95,77,91,440,Electric,Ghost,Plasma Pokemon,null,0.3,Levitate,null,null,1 SpA/1 Spe,Indeterminate,null,null
Uxie,480,uxie.png,480.png,75,75,130,75,130,95,580,Psychic,null,Knowledge Pokemon,null,0.3,Levitate,null,null,2 Def/1 SpD,No-Eggs,null,null
Mesprit,481,mesprit.png,481.png,80,105,105,105,105,80,580,Psychic,null,Emotion Pokemon,null,0.3,Levitate,null,null,1 Atk/1 SpA/1 SpD,No-Eggs,null,null
Azelf,482,azelf.png,482.png,75,125,70,125,70,115,580,Psychic,null,Willpower Pokemon,null,0.3,Levitate,null,null,2 Atk/1 SpA,No-Eggs,null,null
Dialga,483,dialga.png,483.png,100,120,120,150,100,90,680,Steel,Dragon,Temporal Pokemon,null,683,Pressure,null,Telepathy,3 SpA,No-Eggs,null,null
Palkia,484,palkia.png,484.png,90,120,100,150,120,100,680,Water,Dragon,Spatial Pokemon,null,336,Pressure,null,Telepathy,3 SpA,No-Eggs,null,null
Heatran,485,heatran.png,485.png,91,90,106,130,106,77,600,Fire,Steel,Lava Dome Pokemon,null,430,Flash Fire,null,Flame Body,3 SpA,No-Eggs,null,null
Regigigas,486,regigigas.png,486.png,110,160,110,80,110,100,670,Normal,null,Colossal Pokemon,null,420,Slow Start,null,null,3 Atk,No-Eggs,null,null
Giratina,487,giratina.png,487.png,150,100,120,100,120,90,680,Ghost,Dragon,Renegade Pokemon,null,750,Pressure,null,Telepathy,3 HP,No-Eggs,null,null
Cresselia,488,cresselia.png,488.png,120,70,110,75,120,85,580,Psychic,null,Lunar Pokemon,null,85.6,Levitate,null,null,3 SpD,No-Eggs,null,null
Phione,489,phione.png,489.png,80,80,80,80,80,80,480,Water,null,Sea Drifter Pokemon,null,3.1,Hydration,null,null,1 HP,Water1,Fairy,null
Manaphy,490,manaphy.png,490.png,100,100,100,100,100,100,600,Water,null,Seafaring Pokemon,null,1.4,Hydration,null,null,3 HP,Water1,Fairy,null
Darkrai,491,darkrai.png,491.png,70,90,90,135,90,125,600,Dark,null,Pitch-Black Pokemon,null,50.5,Bad Dreams,null,null,1 Spe/2 SpA,No-Eggs,null,null
Shaymin,492,shaymin.png,492.png,100,100,100,100,100,100,600,Grass,null,Gratitude Pokemon,null,2.1,Natural Cure,null,null,3 HP,No-Eggs,null,null
Arceus,493,arceus.png,493.png,120,120,120,120,120,120,720,Normal,null,Alpha Pokemon,null,320,Multitype,null,null,3 HP,No-Eggs,null,null
Victini,494,victini.png,494.png,100,100,100,100,100,100,600,Psychic,Fire,Victory Pokemon,null,4,Victory Star,null,null,3 HP,No-Eggs,null,null
Snivy,495,snivy.png,495.png,45,45,55,45,55,63,308,Grass,null,Grass Snake Pokemon,null,8.1,Overgrow,null,Contrary,1 Spe,Ground,Plant,null
Servine,496,servine.png,496.png,60,60,75,60,75,83,413,Grass,null,Grass Snake Pokemon,null,16,Overgrow,null,Contrary,2 Spe,Ground,Plant,null
Serperior,497,serperior.png,497.png,75,75,95,75,95,113,528,Grass,null,Regal Pokemon,null,63,Overgrow,null,Contrary,3 Spe,Ground,Plant,null
Tepig,498,tepig.png,498.png,65,63,45,45,45,45,308,Fire,null,Fire Pig Pokemon,null,9.9,Blaze,null,Thick Fat,1 HP,Ground,null,null
Pignite,499,pignite.png,499.png,90,93,55,70,55,55,418,Fire,Fighting,Fire Pig Pokemon,null,55.5,Blaze,null,Thick Fat,2 Atk,Ground,null,null
Emboar,500,emboar.png,500.png,110,123,65,100,65,65,528,Fire,Fighting,Mega Fire Pig Pokemon,null,150,Blaze,null,Reckless,3 Atk,Ground,null,null
Oshawott,501,oshawott.png,501.png,55,55,45,63,45,45,308,Water,null,Sea Otter Pokemon,null,5.9,Torrent,null,Shell Armor,1 SpA,Ground,null,null
Dewott,502,dewott.png,502.png,75,75,60,83,60,60,413,Water,null,Discipline Pokemon,null,24.5,Torrent,null,Shell Armor,2 SpA,Ground,null,null
Samurott,503,samurott.png,503.png,95,100,85,108,70,70,528,Water,null,Formidable Pokemon,null,94.6,Torrent,null,Shell Armor,3 SpA,Ground,null,null
Samurott-hisui,503,samurott-hisui.png,503-hisui.png,90,108,80,100,65,85,528,Water,Dark,Formidable Pokemon,null,null,Torrent,null,Shell Armor,null,Ground,null,null
Patrat,504,patrat.png,504.png,45,55,39,35,39,42,255,Normal,null,Scout Pokemon,null,11.6,Run Away,Keen Eye,Analytic,1 Atk,Ground,null,null
Watchog,505,watchog.png,505.png,60,85,69,60,69,77,420,Normal,null,Lookout Pokemon,null,27,Illuminate,Keen Eye,Analytic,1 Atk,Ground,null,null
Lillipup,506,lillipup.png,506.png,45,60,45,25,45,55,275,Normal,null,Puppy Pokemon,null,4.1,Vital Spirit,Pickup,Run Away,1 Atk,Ground,null,null
Herdier,507,herdier.png,507.png,65,80,65,35,65,60,370,Normal,null,Loyal Dog Pokemon,null,14.7,Intimidate,Sand Rush,Scrappy,2 Atk,Ground,null,null
Stoutland,508,stoutland.png,508.png,85,110,90,45,90,80,500,Normal,null,Big-Hearted Pokemon,null,61,Intimidate,Sand Rush,Scrappy,3 Atk,Ground,null,null
Purrloin,509,purrloin.png,509.png,41,50,37,50,37,66,281,Dark,null,Devious Pokemon,null,10.1,Limber,Unburden,Prankster,1 Spe,Ground,null,null
Liepard,510,liepard.png,510.png,64,88,50,88,50,106,446,Dark,null,Cruel Pokemon,null,37.5,Limber,Unburden,Prankster,2 Spe,Ground,null,null
Pansage,511,pansage.png,511.png,50,53,48,53,48,64,316,Grass,null,Grass Monkey Pokemon,null,10.5,Gluttony,null,Overgrow,1 Spe,Ground,null,null
Simisage,512,simisage.png,512.png,75,98,63,98,63,101,498,Grass,null,Thorn Monkey Pokemon,null,30.5,Gluttony,null,Overgrow,2 Spe,Ground,null,null
Pansear,513,pansear.png,513.png,50,53,48,53,48,64,316,Fire,null,High Temp Pokemon,null,11,Gluttony,null,Blaze,1 Spe,Ground,null,null
Simisear,514,simisear.png,514.png,75,98,63,98,63,101,498,Fire,null,Ember Pokemon,null,28,Gluttony,null,Blaze,2 Spe,Ground,null,null
Panpour,515,panpour.png,515.png,50,53,48,53,48,64,316,Water,null,Spray Pokemon,null,13.5,Gluttony,null,Torrent,1 Spe,Ground,null,null
Simipour,516,simipour.png,516.png,75,98,63,98,63,101,498,Water,null,Geyser Pokemon,null,29,Gluttony,null,Torrent,2 Spe,Ground,null,null
Munna,517,munna.png,517.png,76,25,45,67,55,24,292,Psychic,null,Dream Eater Pokemon,null,23.3,Forewarn,Synchronize,Telepathy,1 HP,Ground,null,null
Musharna,518,musharna.png,518.png,116,55,85,107,95,29,487,Psychic,null,Drowsing Pokemon,null,60.5,Forewarn,Synchronize,Telepathy,2 HP,Ground,null,null
Pidove,519,pidove.png,519.png,50,55,50,36,30,43,264,Normal,Flying,Tiny Pigeon Pokemon,null,2.1,Big Pecks,Super Luck,Rivalry,1 Atk,Flying,null,null
Tranquill,520,tranquill.png,520.png,62,77,62,50,42,65,358,Normal,Flying,Wild Pigeon Pokemon,null,15,Big Pecks,Super Luck,Rivalry,2 Atk,Flying,null,null
Unfezant,521,unfezant.png,521.png,80,115,80,65,55,93,488,Normal,Flying,Proud Pokemon,null,29,Big Pecks,Super Luck,Rivalry,3 Atk,Flying,null,null
Blitzle,522,blitzle.png,522.png,45,60,32,50,32,76,295,Electric,null,Electrified Pokemon,null,29.8,Lightning Rod,Motor Drive,Sap Sipper,1 Spe,Ground,null,null
Zebstrika,523,zebstrika.png,523.png,75,100,63,80,63,116,497,Electric,null,Thunderbolt Pokemon,null,79.5,Lightning Rod,Motor Drive,Sap Sipper,2 Spe,Ground,null,null
Roggenrola,524,roggenrola.png,524.png,55,75,85,25,25,15,280,Rock,null,Mantle Pokemon,null,18,Sturdy,Weak Armor,Sand Force,1 Def,Mineral,null,null
Boldore,525,boldore.png,525.png,70,105,105,50,40,20,390,Rock,null,Ore Pokemon,null,102,Sturdy,Weak Armor,Sand Force,1 Atk/1 Def,Mineral,null,null
Gigalith,526,gigalith.png,526.png,85,135,130,60,80,25,515,Rock,null,Compressed Pokemon,null,260,Sturdy,Sand Stream,Sand Force,3 Atk,Mineral,null,null
Woobat,527,woobat.png,527.png,65,45,43,55,43,72,323,Psychic,Flying,Bat Pokemon,null,2.1,Unaware,Klutz,Simple,1 Spe,Flying,Ground,null
Swoobat,528,swoobat.png,528.png,67,57,55,77,55,114,425,Psychic,Flying,Courting Pokemon,null,10.5,Unaware,Klutz,Simple,2 Spe,Flying,Ground,null
Drilbur,529,drilbur.png,529.png,60,85,40,30,45,68,328,Ground,null,Mole Pokemon,null,8.5,Sand Rush,Sand Force,Mold Breaker,1 Atk,Ground,null,null
Excadrill,530,excadrill.png,530.png,110,135,60,50,65,88,508,Ground,Steel,Subterrene Pokemon,null,40.4,Sand Rush,Sand Force,Mold Breaker,2 Atk,Ground,null,null
Audino,531,audino.png,531.png,103,60,86,60,86,50,445,Normal,null,Hearing Pokemon,null,31,Healer,Regenerator,Klutz,2 HP,Fairy,null,null
Timburr,532,timburr.png,532.png,75,80,55,25,35,35,305,Fighting,null,Muscular Pokemon,null,12.5,Guts,Sheer Force,Iron Fist,1 Atk,Humanshape,null,null
Gurdurr,533,gurdurr.png,533.png,85,105,85,40,50,40,405,Fighting,null,Muscular Pokemon,null,40,Guts,Sheer Force,Iron Fist,2 Atk,Humanshape,null,null
Conkeldurr,534,conkeldurr.png,534.png,105,140,95,55,65,45,505,Fighting,null,Muscular Pokemon,null,87,Guts,Sheer Force,Iron Fist,3 Atk,Humanshape,null,null
Tympole,535,tympole.png,535.png,50,50,40,50,40,64,294,Water,null,Tadpole Pokemon,null,4.5,Swift Swim,Hydration,Water Absorb,1 Spe,Water1,null,null
Palpitoad,536,palpitoad.png,536.png,75,65,55,65,55,69,384,Water,Ground,Vibration Pokemon,null,17,Swift Swim,Hydration,Water Absorb,2 HP,Water1,null,null
Seismitoad,537,seismitoad.png,537.png,105,95,75,85,75,74,509,Water,Ground,Vibration Pokemon,null,62,Swift Swim,Poison Touch,Water Absorb,3 HP,Water1,null,null
Throh,538,throh.png,538.png,120,100,85,30,85,45,465,Fighting,null,Judo Pokemon,null,55.5,Guts,Inner Focus,Mold Breaker,2 HP,Humanshape,null,null
Sawk,539,sawk.png,539.png,75,125,75,30,75,85,465,Fighting,null,Karate Pokemon,null,51,Sturdy,Inner Focus,Mold Breaker,2 Atk,Humanshape,null,null
Sewaddle,540,sewaddle.png,540.png,45,53,70,40,60,42,310,Bug,Grass,Sewing Pokemon,null,2.5,Swarm,Chlorophyll,Overcoat,1 Def,Bug,null,null
Swadloon,541,swadloon.png,541.png,55,63,90,50,80,42,380,Bug,Grass,Leaf-Wrapped Pokemon,null,7.3,Leaf Guard,Chlorophyll,Overcoat,2 Def,Bug,null,null
Leavanny,542,leavanny.png,542.png,75,103,80,70,80,92,500,Bug,Grass,Nurturing Pokemon,null,20.5,Swarm,Chlorophyll,Overcoat,3 Atk,Bug,null,null
Venipede,543,venipede.png,543.png,30,45,59,30,39,57,260,Bug,Poison,Centipede Pokemon,null,5.3,Poison Point,Swarm,Speed Boost,1 Def,Bug,null,null
Whirlipede,544,whirlipede.png,544.png,40,55,99,40,79,47,360,Bug,Poison,Curlipede Pokemon,null,58.5,Poison Point,Swarm,Speed Boost,2 Def,Bug,null,null
Scolipede,545,scolipede.png,545.png,60,100,89,55,69,112,485,Bug,Poison,Megapede Pokemon,null,200.5,Poison Point,Swarm,Speed Boost,3 Spe,Bug,null,null
Cottonee,546,cottonee.png,546.png,40,27,60,37,50,66,280,Grass,Fairy,Cotton Puff Pokemon,null,0.6,Prankster,Infiltrator,Chlorophyll,1 Spe,Fairy,Plant,null
Whimsicott,547,whimsicott.png,547.png,60,67,85,77,75,116,480,Grass,Fairy,Windveiled Pokemon,null,6.6,Prankster,Infiltrator,Chlorophyll,2 Spe,Fairy,Plant,null
Petilil,548,petilil.png,548.png,45,35,50,70,50,30,280,Grass,null,Bulb Pokemon,null,6.6,Chlorophyll,Own Tempo,Leaf Guard,1 SpA,Plant,null,null
Lilligant,549,lilligant.png,549.png,70,60,75,110,75,90,480,Grass,null,Flowering Pokemon,null,16.3,Chlorophyll,Own Tempo,Leaf Guard,2 SpA,Plant,null,null
Lilligant-hisui,549,lilligant-hisui.png,549-hisui.png,70,105,75,50,75,105,480,Grass,Fighting,Flowering Pokemon,null,null,Chlorophyll,Own Tempo,Leaf Guard,null,Plant,null,null
Basculin,550,basculin.png,550.png,70,92,65,80,55,98,460,Water,null,Hostile Pokemon,null,18,Reckless,Adaptability,Mold Breaker,2 Spe,Water2,null,null
Sandile,551,sandile.png,551.png,50,72,35,35,35,65,292,Ground,Dark,Desert Croc Pokemon,null,15.2,Intimidate,Moxie,Anger Point,1 Atk,Ground,null,null
Krokorok,552,krokorok.png,552.png,60,82,45,45,45,74,351,Ground,Dark,Desert Croc Pokemon,null,33.4,Intimidate,Moxie,Anger Point,2 Atk,Ground,null,null
Krookodile,553,krookodile.png,553.png,95,117,80,65,70,92,519,Ground,Dark,Intimidation Pokemon,null,96.3,Intimidate,Moxie,Anger Point,3 Atk,Ground,null,null
Darumaka,554,darumaka.png,554.png,70,90,45,15,45,50,315,Fire,null,Zen Charm Pokemon,null,37.5,Hustle,null,Inner Focus,1 Atk,Ground,null,null
Darumaka-galar,554,darumaka-galar.png,554-galar.png,70,90,45,15,45,50,315,Ice,null,Zen Charm Pokemon,null,null,Hustle,null,Inner Focus,null,Ground,null,null
Darmanitan,555,darmanitan.png,555.png,105,140,55,30,55,95,480,Fire,null,Blazing Pokemon,null,92.9,Sheer Force,null,Zen Mode,2 Atk,Ground,null,null
Darmanitan-galar,555,darmanitan-galar.png,555-galar.png,105,140,55,30,55,95,480,Ice,null,Blazing Pokemon,null,92.9,Sheer Force,null,Zen Mode,2 Atk,Ground,null,null
Maractus,556,maractus.png,556.png,75,86,67,106,67,60,461,Grass,null,Cactus Pokemon,null,28,Water Absorb,Chlorophyll,Storm Drain,2 SpA,Plant,null,null
Dwebble,557,dwebble.png,557.png,50,65,85,35,35,55,325,Bug,Rock,Rock Inn Pokemon,null,14.5,Sturdy,Shell Armor,Weak Armor,1 Def,Bug,Mineral,null
Crustle,558,crustle.png,558.png,70,105,125,65,75,45,485,Bug,Rock,Stone Home Pokemon,null,200,Sturdy,Shell Armor,Weak Armor,2 Def,Bug,Mineral,null
Scraggy,559,scraggy.png,559.png,50,75,70,35,70,48,348,Dark,Fighting,Shedding Pokemon,null,11.8,Shed Skin,Moxie,Intimidate,1 Atk,Ground,Dragon,null
Scrafty,560,scrafty.png,560.png,65,90,115,45,115,58,488,Dark,Fighting,Hoodlum Pokemon,null,30,Shed Skin,Moxie,Intimidate,1 Def/1 SpD,Dragon,Ground,null
Sigilyph,561,sigilyph.png,561.png,72,58,80,103,80,97,490,Psychic,Flying,Avianoid Pokemon,null,14,Wonder Skin,Magic Guard,Tinted Lens,2 SpA,Flying,null,null
Yamask,562,yamask.png,562.png,38,30,85,55,65,30,303,Ghost,null,Spirit Pokemon,null,1.5,Mummy,null,null,1 Def,Mineral,Indeterminate,null
Yamask-galar,562,yamask-galar.png,562-galar.png,38,55,85,30,65,30,303,Ground,Ghost,Spirit Pokemon,null,null,Mummy,null,null,null,Mineral,Indeterminate,null
Cofagrigus,563,cofagrigus.png,563.png,58,50,145,95,105,30,483,Ghost,null,Coffin Pokemon,null,76.5,Mummy,null,null,2 Def,Mineral,Indeterminate,null
Tirtouga,564,tirtouga.png,564.png,54,78,103,53,45,22,355,Water,Rock,Prototurtle Pokemon,null,16.5,Solid Rock,Sturdy,Swift Swim,1 Def,Water1,Water3,null
Carracosta,565,carracosta.png,565.png,74,108,133,83,65,32,495,Water,Rock,Prototurtle Pokemon,null,81,Solid Rock,Sturdy,Swift Swim,2 Def,Water1,Water3,null
Archen,566,archen.png,566.png,55,112,45,74,45,70,401,Rock,Flying,First Bird Pokemon,null,9.5,Defeatist,null,null,1 Atk,Flying,Water3,null
Archeops,567,archeops.png,567.png,75,140,65,112,65,110,567,Rock,Flying,First Bird Pokemon,null,32,Defeatist,null,null,2 Atk,Flying,Water3,null
Trubbish,568,trubbish.png,568.png,50,50,62,40,62,65,329,Poison,null,Trash Bag Pokemon,null,31,Stench,Sticky Hold,Aftermath,1 Spe,Mineral,null,null
Garbodor,569,garbodor.png,569.png,80,95,82,60,82,75,474,Poison,null,Trash Heap Pokemon,null,107.3,Stench,Weak Armor,Aftermath,2 Atk,Mineral,null,null
Zorua,570,zorua.png,570.png,40,65,40,80,40,65,330,Dark,null,Tricky Fox Pokemon,null,12.5,Illusion,null,null,1 SpA,Ground,null,null
Zorua-hisui,570,zorua-hisui.png,570-hisui.png,35,60,40,85,40,70,330,Normal,Ghost,Tricky Fox Pokemon,null,null,Illusion,null,null,null,Ground,null,null
Zoroark,571,zoroark.png,571.png,60,105,60,120,60,105,510,Dark,null,Illusion Fox Pokemon,null,81.1,Illusion,null,null,2 SpA,Ground,null,null
Zoroark-hisui,571,zoroark-hisui.png,571-hisui.png,60,105,60,120,60,105,510,Normal,Ghost,Illusion Fox Pokemon,null,null,Illusion,null,null,null,Ground,null,null
Minccino,572,minccino.png,572.png,55,50,40,40,40,75,300,Normal,null,Chinchilla Pokemon,null,5.8,Cute Charm,Technician,Skill Link,1 Spe,Ground,null,null
Cinccino,573,cinccino.png,573.png,75,95,60,65,60,115,470,Normal,null,Scarf Pokemon,null,7.5,Cute Charm,Technician,Skill Link,2 Spe,Ground,null,null
Gothita,574,gothita.png,574.png,45,30,50,55,65,45,290,Psychic,null,Fixation Pokemon,null,5.8,Frisk,Competitive,Shadow Tag,1 SpD,Humanshape,null,null
Gothorita,575,gothorita.png,575.png,60,45,70,75,85,55,390,Psychic,null,Manipulate Pokemon,null,18,Frisk,Competitive,Shadow Tag,2 SpD,Humanshape,null,null
Gothitelle,576,gothitelle.png,576.png,70,55,95,95,110,65,490,Psychic,null,Astral Body Pokemon,null,44,Frisk,Competitive,Shadow Tag,3 SpD,Humanshape,null,null
Solosis,577,solosis.png,577.png,45,30,40,105,50,20,290,Psychic,null,Cell Pokemon,null,1,Overcoat,Magic Guard,Regenerator,1 SpA,Indeterminate,null,null
